Skipping chr1:1-9898, already analyzed...
47161725-47162653
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47161724 stop:47162653 fstout:(null) oldout:0 seed:1614255666 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 929
	-> The choice of -nSites will require atleast: 0.092140 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	789
	-> Sites to keep[chr1] from pop1:	789
	-> [readdata] lastread:789 posi:47161737
	-> Comparing positions: 1 with 0 has:789
	-> Will run optimization on nSites: 789
------------
startlik=-3192.276479
lik[2]=-467.715920 diff=2.724561e+03 alpha:1.000000 sr2:5.505709e-01
lik[5]=-458.402148 diff=9.313773e+00 alpha:1.275340 sr2:5.914209e-04
lik[8]=-457.331375 diff=1.070772e+00 alpha:4.000000 sr2:3.561980e-07
lik[11]=-457.262066 diff=6.930904e-02 alpha:1.813501 sr2:4.041095e-08
lik[14]=-457.195212 diff=6.685462e-02 alpha:16.000000 sr2:8.740495e-09
lik[17]=-457.169418 diff=2.579364e-02 alpha:1.972967 sr2:1.336772e-08
lik[20]=-457.161575 diff=7.842497e-03 alpha:7.496904 sr2:1.364965e-09
lik[23]=-457.160499 diff=1.076654e-03 alpha:1.464086 sr2:2.995768e-10
	-> Breaking EM(sr2) at iter:24, sqrt(sr2):7.661290e-07
likelihood: -457.160499
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47163154-47163965

47163154-47163965
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47163153 stop:47163965 fstout:(null) oldout:0 seed:1614255691 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 812
	-> The choice of -nSites will require atleast: 0.080536 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	439
	-> Sites to keep[chr1] from pop1:	439
	-> [readdata] lastread:439 posi:47163171
	-> Comparing positions: 1 with 0 has:439
	-> Will run optimization on nSites: 439
------------
startlik=-1914.134388
lik[2]=-190.810132 diff=1.723324e+03 alpha:1.000000 sr2:7.197407e-01
lik[5]=-186.728900 diff=4.081232e+00 alpha:1.186961 sr2:6.050992e-05
lik[8]=-186.219971 diff=5.089298e-01 alpha:4.000000 sr2:2.865077e-07
lik[11]=-186.119303 diff=1.006674e-01 alpha:2.620820 sr2:2.086586e-08
lik[14]=-186.105163 diff=1.414031e-02 alpha:4.987974 sr2:1.726888e-09
lik[17]=-186.094675 diff=1.048836e-02 alpha:1.756201 sr2:3.251805e-10
lik[20]=-186.093448 diff=1.226284e-03 alpha:10.856432 sr2:1.685845e-11
	-> Breaking EM(sq2) at iter:22, sqrt(sq2):7.115958e-07
likelihood: -186.093448
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47164466-47166326

47164466-47166326
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47164465 stop:47166326 fstout:(null) oldout:0 seed:1614255713 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1861
	-> The choice of -nSites will require atleast: 0.184578 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1678
	-> Sites to keep[chr1] from pop1:	1678
	-> [readdata] lastread:1678 posi:47164609
	-> Comparing positions: 1 with 0 has:1678
	-> Will run optimization on nSites: 1678
------------
startlik=-7100.775308
lik[2]=-314.521351 diff=6.786254e+03 alpha:1.000000 sr2:8.612720e-01
lik[5]=-313.067460 diff=1.453891e+00 alpha:1.112604 sr2:9.652265e-06
lik[8]=-312.830346 diff=2.371138e-01 alpha:3.384213 sr2:9.904844e-09
lik[11]=-312.820616 diff=9.730396e-03 alpha:2.137295 sr2:5.490156e-11
lik[14]=-312.818818 diff=1.797712e-03 alpha:4.000000 sr2:2.872283e-12
lik[17]=-312.814733 diff=4.085225e-03 alpha:16.000000 sr2:7.279463e-12
lik[20]=-312.812686 diff=2.046902e-03 alpha:4.818340 sr2:4.033750e-11
lik[23]=-312.806805 diff=5.880430e-03 alpha:3.387625 sr2:5.202344e-11
lik[26]=-312.806564 diff=2.414296e-04 alpha:5.437780 sr2:4.408192e-11
lik[29]=-312.798227 diff=8.336986e-03 alpha:2.295854 sr2:4.066970e-11
lik[32]=-312.804457 diff=6.230415e-03 alpha:11.435818 sr2:2.044026e-11
lik[35]=-312.791957 diff=1.250016e-02 alpha:1.322339 sr2:4.436364e-11
	-> Breaking EM(sq2) at iter:37, sqrt(sq2):9.705151e-07
likelihood: -312.791957
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47166827-47168607

47166827-47168607
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47166826 stop:47168607 fstout:(null) oldout:0 seed:1614255739 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1781
	-> The choice of -nSites will require atleast: 0.176643 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1663
	-> Sites to keep[chr1] from pop1:	1663
	-> [readdata] lastread:1663 posi:47166942
	-> Comparing positions: 1 with 0 has:1663
	-> Will run optimization on nSites: 1663
------------
startlik=-8125.705985
lik[2]=-185.200278 diff=7.940506e+03 alpha:1.000000 sr2:8.758562e-01
lik[5]=-182.690211 diff=2.510067e+00 alpha:1.144014 sr2:9.950368e-06
lik[8]=-182.541419 diff=1.487925e-01 alpha:3.204502 sr2:1.442029e-08
lik[11]=-182.529366 diff=1.205304e-02 alpha:4.000000 sr2:3.301620e-10
lik[14]=-182.527317 diff=2.048247e-03 alpha:5.263077 sr2:5.439907e-11
lik[17]=-182.522889 diff=4.428374e-03 alpha:3.419000 sr2:3.254455e-11
lik[20]=-182.523149 diff=2.601180e-04 alpha:6.553062 sr2:1.451311e-11
lik[23]=-182.519676 diff=3.473287e-03 alpha:2.049509 sr2:1.400376e-11
lik[26]=-182.518600 diff=1.075639e-03 alpha:13.432776 sr2:5.765162e-12
lik[29]=-182.517680 diff=9.206554e-04 alpha:1.282117 sr2:1.456223e-11
lik[32]=-182.516919 diff=7.608743e-04 alpha:16.000000 sr2:1.134466e-12
	-> Breaking EM(sr2) at iter:33, sqrt(sr2):4.267832e-07
likelihood: -182.516919
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47169108-47170404

47169108-47170404
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47169107 stop:47170404 fstout:(null) oldout:0 seed:1614255762 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1297
	-> The choice of -nSites will require atleast: 0.128639 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	1163
	-> Sites to keep[chr1] from pop1:	1163
	-> [readdata] lastread:1163 posi:47169168
	-> Comparing positions: 1 with 0 has:1163
	-> Will run optimization on nSites: 1163
------------
startlik=-5544.269552
lik[2]=-90.411132 diff=5.453858e+03 alpha:1.000000 sr2:9.483061e-01
lik[5]=-90.168830 diff=2.423020e-01 alpha:1.148242 sr2:2.202554e-07
lik[8]=-90.083131 diff=8.569850e-02 alpha:4.000000 sr2:6.221764e-09
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):3.757899e-07
likelihood: -90.083131
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47170905-47174709

47170905-47174709
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47170904 stop:47174709 fstout:(null) oldout:0 seed:1614255786 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 3805
	-> The choice of -nSites will require atleast: 0.377388 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	3774
	-> Sites to keep[chr1] from pop1:	3774
	-> [readdata] lastread:3774 posi:47170907
	-> Comparing positions: 1 with 0 has:3774
	-> Will run optimization on nSites: 3774
------------
startlik=-19183.728618
lik[2]=-333.519174 diff=1.885021e+04 alpha:1.000000 sr2:9.688739e-01
lik[5]=-333.471359 diff=4.781524e-02 alpha:1.051888 sr2:8.041837e-09
	-> Breaking EM(sr2) at iter:6, sqrt(sr2):5.082841e-09
likelihood: -333.471359
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47175210-47176559

47175210-47176559
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47175209 stop:47176559 fstout:(null) oldout:0 seed:1614255808 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
	-> generating offset remapper lookup for flux cascade curves
will breakk
	-> nSites: 1350
	-> The choice of -nSites will require atleast: 0.133896 megabyte memory, that is at least: 0.00% of total memory
	-> dim(../01.input/saf_p_ery_allsites.saf.idx):11
	-> dim(../01.input/saf_p_fra_allsites.saf.idx):11
	-> Dimension of parameter space: 121
	-> Done reading data from chromosome will prepare next chromosome
	-> hello Im the master merge part of realSFS. and I'll now do a tripple bypass to find intersect 
	-> 1) Will set iter according to chooseChr and start and stop, and possibly using -sites
	-> Sites to keep[chr1] from pop0:	915
	-> Sites to keep[chr1] from pop1:	915
	-> [readdata] lastread:915 posi:47175582
	-> Comparing positions: 1 with 0 has:915
	-> Will run optimization on nSites: 915
------------
startlik=-4270.012799
lik[2]=-127.642104 diff=4.142371e+03 alpha:1.000000 sr2:9.251223e-01
lik[5]=-127.479973 diff=1.621316e-01 alpha:1.125287 sr2:7.705917e-08
lik[8]=-127.473920 diff=6.052777e-03 alpha:1.739466 sr2:8.405205e-11
	-> Breaking EM(sr2) at iter:9, sqrt(sr2):3.002586e-09
likelihood: -127.473920
------------
	-> Only read nSites: 0 will therefore prepare next chromosome (or exit)

	-> NB NB output is no longer log probs of the frequency spectrum!
	-> Output is now simply the expected values! 
	-> You can convert to the old format simply with log(norm(x))

Building SFS for region: chr1:47177060-47179911

47177060-47179911
	-> Version of fname:../01.input/saf_p_ery_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_ery_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_ery_allsites.saf.pos.gz
	-> Version of fname:../01.input/saf_p_fra_allsites.saf.idx is:2
	-> Assuming .saf.gz file: ../01.input/saf_p_fra_allsites.saf.gz
	-> Assuming .saf.pos.gz: ../01.input/saf_p_fra_allsites.saf.pos.gz
	-> args: tole:0.000001 nthreads:1 maxiter:100 nsites:0 start:(null) chr:chr1 start:47177059 stop:47179911 fstout:(null) oldout:0 seed:1614255832 bootstrap:0 resample_chr:0 whichFst:0 fold:0 ref:(null) anc:(null)
	-> Multi SFS is 'still' under development. Please report strange behaviour
